,id,display name,description,verified,potentially_banned,#followers,#posts,#friends,#favourites,location
_patmurray,833064800,Pat Murray 🏳️‍🌈,🦩🦆🦔📷⛷✈️ — iCloud at Apple — he/him 🏳️‍🌈,False,False,4448.0,48089.0,336.0,118267.0,a sydney boy in cupertino
rn_independent,155893024,RN Independent,"Nurse. Wife & mom. Army football fan. GOP to Indy voter. Loathe blind tribalism. The USA needs some work, but let’s not self-implode, eh?",False,False,568.0,9765.0,1337.0,42509.0,"Florida, USA"
_Zvezdchka,1466740505908293639,_,,False,False,0.0,4.0,10.0,129.0,
fuzzballxx23,4837327443,FuZzBall,,False,False,43.0,2857.0,723.0,889.0,
Gannet_Fairey,1500633115563372544,Fairey Gannet,"🇺🇦 Русский военный корабль, иди на хуй! 🇺🇦",False,False,121.0,1277.0,127.0,14360.0,Carpathian Mountains
josephzeballos,1030829425,Joseph Zeballos-Roig,Senior economic policy + Congress reporter @businessinsider | RTs only mean 👀 | Concert enthusiast | “In the pocket of Big Truth” | jzeballos@insider.com,True,False,6005.0,27861.0,2613.0,31619.0,Washington DC via FL
caro,818155,caroline mccarthy,"marketing VP @infilliontech | Xoogler, TED Resident, @forbesunder30 | black cat & pleistocene megafauna enthusiast | trust the raccooniverse",True,False,48053.0,106857.0,2520.0,1.0,philly suburbs
osxreverser,260782997,fG!,Know a thing or two about Reverse Engineering and Economics. Love 911s with three pedals and natural aspirated engines.,False,False,13109.0,6572.0,841.0,21.0,
emergency_ong,23615081,EMERGENCY,"Medicina, diritti, eccellenza. Dal 1994 al fianco delle vittime di guerra, mine e povertà. 
#emergencyong 
🌍 English: @emergency_ngo",True,False,662340.0,16066.0,5207.0,2366.0,"Italy, HQ"
OSINTI1,1496704253678731269,OSINT-I,"OSINT e aggregatore di news in italiano per combattere la disinformazione dai teatri di guerra attivi.
OSINT in Italian, news aggregator and vehicle IDer",False,False,4106.0,5547.0,86.0,395.0,
taxandcity,2732590755,Fiscal,works at State Tax Service of Ukraine,False,False,79.0,4960.0,1179.0,1150.0,Kyiv
Pa1mettoL1berty,416775118,Palmetto Liberty,"Closet meteorologist┃You're walking on the fightin' side of me┃I'd tell you what to think, but you should figure that out for yourself",False,False,94.0,4192.0,306.0,1749.0,"Columbia, SC"
Meitsi420,1500928019594162176,Anonymous Benefactor,"Inclined towards alcohol and drug abuse, towards theft and anal orgies (but not in Langley, VA)",False,False,262.0,3384.0,484.0,39780.0,
JoBrodie,15209730,Jo Brodie,"Twitter technical expert (user level, not dev). Fan of #scicomm (owns @psci_com) & film music, interested in stuff, easily amused, cheered by bunting & pylons.",False,False,4547.0,138512.0,2271.0,6747.0,"London, England"
zkahn,330496178,Zach Kahn,"@Apple PR, @ApplePodcasts. he/him",False,False,8560.0,130.0,3473.0,203885.0,"Culver City, CA"
rafaelmgrossi,2911144905,Rafael MarianoGrossi,Director General of the @IAEAorg International Atomic Energy Agency,True,False,51857.0,3871.0,871.0,5855.0,"Vienna, Austria"
andrewhall64,4526301195,Andrew Hall,"Civil Engineer and freelance catcher of spyders with a passion for cats
NON NOBIS DOMINE, NON NOBIS, SED NOMINI TUO DA GLORIAM",False,False,78.0,5669.0,177.0,4569.0,"Bexhill, England"
greghove,573826341,greghove 🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈actually,"50 something chef. born hackney so forever a cockney. laugh, love, live. follow and dm gets blocked . 23 favourite number. double simian. saggi. GAY!",False,False,6838.0,63296.0,6780.0,32308.0,hove uk
sherrod_im,88853117,Sherrod DeGrippo 📬,Dogs and #InfoSec memes. I 💟 public enterprise breach response. Philatelist. Official #USPS fan account. Bangs are my own.,False,False,19668.0,27052.0,6672.0,88565.0,"Atlanta, GA"
BirkbeckUoL,20760637,"Birkbeck, University of London","UCAS #Clearing is open! 🥳 Call our hotline to apply: +44 (0)20 3907 0700
Opening hours this week:
Monday - Thursday: 10.30am-6pm
Friday: 10.30am-5pm",False,False,20886.0,28713.0,952.0,8336.0,"London, United Kingdom"
TankGirljunkie,393628755,Little miss Betty page #ArmUkraineNow 🖤🌻🇺🇦🌻🖤,"Hard rocking kinda girl on wheels kicking life and 🇷🇺 in the arse. 
£missbettypage
@Ukraine_DAO contributor & sarcastic as hell #NAFO fella",False,False,1137.0,7610.0,2638.0,12739.0,"Kingston Upon Hull, UK"
dirk1978,47883016,Darren 🏃🚴🐄,"I like to run, cycle and play bass guitar. Not all at the same time but there's a thought. I do IT stuff. Aston Villa fan. Jeg snakker litt Norsk. Vegetarian.",False,False,3794.0,44215.0,3627.0,95733.0,"Worcestershire, England"
margellais,30731246,DANIEL BLAKE (🥀EX-LAB) #RestoreTheWhip,"Socialist, lover of peace and humankind.",False,False,1117.0,3858.0,1773.0,1344.0,United Kingdom
StevenHorrobin,1499244114466193409,Steven Horrobin,PhD in Philosophy/Bioethics/Biogerontology. Recovering academic. MCA Yachtmaster Instructor. OSINT. Antique weapons. Diver. Rover. Nak Muay. Mariner⚓️. #NAFO,False,False,447.0,7871.0,925.0,11947.0,
diStasioStefano,513790402,Stefano di Stasio,Parole e fotografie,False,False,460.0,48672.0,1101.0,17862.0,Dove ti trovi?
LucidSpin,615135547,Dave Steele,"Family, learning, teaching, design, public affairs, leadership, branding, strategy, humor, sports, rap & life in The South. @chattanoogafc owner since 2019.",False,False,2260.0,1160.0,2543.0,61281.0,"Chattanooga, TN"
WJBalhuizen,85864778,Wout Jan Balhuizen,Huidige mindset: mijn succes met jullie delen. / Discussieerfoefjes die je ooit op een cursus leerde = block.,False,False,1200.0,110028.0,1454.0,41557.0,Amsterdam
keffals,1341914117599350784,keffals #DropKiwifarms,covering news and politics at twitch.tv/keffals l campaign organizer for dropkiwifarms.net l for business & inquiries: inquiries@keffals.info,True,False,138580.0,13753.0,952.0,11451.0,
SomakChatter,1499171219920273410,Somak Chatterjee,One piece,False,False,39.0,979.0,163.0,3025.0,
LapTheLough,122995201,Lap the Lough,"Annual Not-for-profit cycle event. Encouraging participation & fundraising Lap 17 – 27th Aug, 2023.  Organised by @cyculcc",False,False,2009.0,3107.0,1725.0,669.0,Moy & Charlemont
CathyWood55,582152865,Cathy Wood,,False,False,522.0,42386.0,629.0,34865.0,
OakSyder,8388162,OakSyder🇺🇦,"Oakland native,world traveller, lifelong raver, dad. Been selling media and enterprise tech since 2000. Massive cricket fan. Politics and techno.",False,False,1279.0,28861.0,3203.0,92703.0,San Francisco
high_landerr,4514964437,russll,"my life was full of fail, but I did not stop thinking about Bizantia",False,False,18.0,418.0,40.0,375.0,
ramalina,825637648475836420,Bad Apple 🦤,"Naturalist, cider drinker, part-time recreational troll. Don't follow this account, it's lost too.",False,False,257.0,14143.0,88.0,106192.0,"Reading, England"
cabline1,1384937458165485571,cabline1.tez,"Curator @objktcom. Member of @ultra_DAO 

She/her. From France, now in Switzerland.

I unfollowed everyone to manage my DMs.",False,False,22595.0,26244.0,6.0,38880.0,"Zurich, Switzerland"
ajboekestijn,19841692,Arend Jan Boekestijn,"@Speakersacademy, How to build a new World Order? UCU, bnr.nl/podcast/boekes… nporadio1.nl/podcasts/europ…",True,False,68930.0,162665.0,2093.0,9127.0,Nederland
d3ad_3xp3ctatio,52703893,d3ad,Bio,False,False,226.0,3163.0,201.0,6751.0,Location
Paintman2015,3750543741,Свідок епохи кінця,"Тут буває пишуть про те, про що інші мовчать.",False,False,1248.0,41125.0,293.0,65494.0,
SpecialReport,122207745,Special Report Team,Follow @BretBaier for all things Special Report,False,False,188952.0,12252.0,1083.0,66.0,"Washington, DC"
Cosmic_Andrew1,1090250146854645760,Andrew,Space. KSP player. Astrophysics enthusiast. Environmentalist. Star Trek lover. SLS's #2 fan.,False,False,3700.0,42779.0,1337.0,87339.0,Kennedy space center 
GeoConfirmed,1499038738562920451,GeoConfirmed,"OS Location Mapping focussed on Ukrainian War.

Managed by volunteers.

Data shared with @Cen4InfoRes and @Bellingcat

Map = tinyurl.com/2uas5rjp",False,False,21027.0,10456.0,59.0,1118.0,
st_allex,499048072,☮️nowar☸️⚓,"- какая суть твоего учения?
- беспредельная пустота и ничего святого
- тогда кто передо мной?
- я этого не знаю.",False,False,358.0,79165.0,328.0,26928.0,
catclo,22410631,Chloé (she/her),Chattanooga lover | Writer | Dilettante musician | Alcohol-free | Meditation student | Bi-sexual | Free-spirited control freak | 6w7 | 🌈,False,False,3438.0,45094.0,4909.0,17226.0,Chattanooga! 
rcolvile,18331985,Robert Colvile,"Director of @CPSThinkTank, EIC of @CapX, columnist on @thesundaytimes, author of 'The Great Acceleration'. 'A #thinktanking #wonking #Megastar' - @trussliz",True,False,39028.0,65014.0,2664.0,48817.0,London
cybergibbons,18408919,Cybergibbons,"IoT security prober.

One of those toxic and hateful velocipede vermin.",False,False,42720.0,11451.0,2601.0,187595.0,Lots of places
DrJadeMcGlynn,1369628644855996421,Jade McGlynn,Russian media & memory| Sr Researcher @MIIS_MIR | Prev @UniofOxford| Author 📖Russia’s War (Mar ‘23) 📖 Memory Makers (Jun ‘23)| Bylines тут и там,True,False,11582.0,2547.0,792.0,8267.0,
JimmySecUK,4645237240,Jimmy,"Security / MENA / Politics / Foreign Policy 

Kyiv based independent foreign policy/security analyst 

Sometime journalist - opinions mine alone",False,False,47583.0,61657.0,846.0,124495.0,Kyiv
akjibeque,139015009,шелк культуры,"comms, arts, dev coop",False,False,2144.0,10066.0,377.0,5021.0,
MaksatD,75469443,Maksat Damir uulu,,False,False,3784.0,28536.0,556.0,5811.0,Bishkek
taramann,16566947,Tara Mann,Product Designer at . Snack food enthusiast. Opinions very much my own.,False,False,7055.0,7285.0,397.0,103610.0,California
That_Garth_Guy,1332643028398469121,Garth 🏴󠁧󠁢󠁥󠁮󠁧󠁿,"Somewhat of a variety tweeter (mostly politics tho).
Bastion of cringe.
I follow back IF we interact a lot.

🏳️‍🌈.
M.",False,False,544.0,17768.0,49.0,124565.0,
johnvoorhees,10281082,John Voorhees,"Managing Editor, MacStories, home of @macstoriesnet, @ClubMacStories, @appstoriesnet and MacStories Unwind | ✉️ voorhees@macstories.net",True,False,9260.0,44093.0,821.0,23377.0,"North Carolina, USA"
homosexuangel,1047995366468194304,любовница люцифера || Avatar of the Flesh,"Никс | 22 | бухаю как дионис, но ведь бога нет, правда? | venmo: biopsychosis | it/its/ae/aer| INTP",False,False,864.0,45456.0,608.0,137141.0,Eskew 
TitanIntel,1502861858797195264,Titan Intel,#OSINT // Strategic Meme Command // News // Military + Spy History // Photos // Analysis // Focused on the Ukraine/Russia conflict currently. Slava Ukraini!,False,False,274.0,5384.0,675.0,4909.0,United States
MingtheMercil15,1128354210674806784,Ming the Merciless Fella,#IComeInPeace #NotReally Call +74956063602 for consultations.,False,False,1407.0,3862.0,2930.0,15756.0,Planet Mongo
activedaemon85,3358538651,Injustice Antithesis,"Troll Hunter.
Concerned human.
Hard working entrepreneur, well traveled. Multilingual.
Father.",False,False,51.0,5921.0,108.0,9938.0,Portugal
CalibreObscura,835552373615493120,Cᴀʟɪʙʀᴇ Oʙsᴄᴜʀᴀ,Arms Research & Occasional Effortposter. Interested in MENA/Asia NSAGs | كاليبر ابسكيورة | Like/RT ≠ Approval. | 🇬🇧 ɴᴀᴛᴏ sʜɪʟʟ,False,False,128462.0,24680.0,676.0,23621.0,Wilayah Ehmsiksteen
IntimateKnight,1117813545843023873,Інтимний Лицар,Інтимний Патріархат України,False,False,6927.0,90245.0,349.0,204085.0,Київ
mcaliente21,1455945194126336006,Mickey McAllister,American IT entrepreneur living in Kyiv.,False,False,186.0,1410.0,259.0,1500.0,Ukraine
OzKaterji,84083187,Oz Katerji,British-Lebanese freelance conflict journalist & filmmaker. Interested in human rights. 🏳️‍🌈 ❤️🏳️‍⚧️. RTs ≠ endorsement.,True,False,202412.0,159131.0,11433.0,43084.0,"London, United Kingdom"
MLiebreich,22481472,Michael Liebreich,CEO Liebreich Associates. Managing Partner EcoPragma Capital. Founder & Contributor @Bloomberg NEF. UK Board of Trade. Podcast @MLCleaningUp. Olympic skibum.,False,False,49217.0,53852.0,331.0,16073.0,"London, England"
placardabuse,4867386993,placard corruption,"#placardcorruption
Report to 311 & tweet it out. Press your elected officials. Stop the corruption before it grows into something worse. NYC deserves better!",False,False,10982.0,81163.0,9883.0,71808.0,
zvaryovaniy,1174987902109007872,zvaryovaniy,,False,False,313.0,18041.0,180.0,9083.0,"Україна, Чернігів "
OlgaKuz2018,1535667918733774848,Ольга Кузнецова,"Друзья, пришлось создать новый аккаунт.
Пишу открытки/письма политзаключенным каждую неделю. 
#РоссияБудетСчастливой  #ПустьВсегдаБудетМИР",False,False,395.0,1906.0,379.0,9678.0,
TarhUkr,3036501328,Тарх,,False,False,163.0,13341.0,190.0,18185.0,
denman_colin,1000610321680105472,Colin Denman-Jones,,False,False,46.0,926.0,254.0,24408.0,"Victoria, Australia"
anshulsigh,726975143982055425,Anshul Singh,Journalist @TheLallantop |Debunking Mis/Disinformation|Alum:  @iimc_india | Bundelkhandi,True,False,10678.0,5583.0,1117.0,5418.0,"Uttar Pradesh, India"
Blake_Allen13,2304210558,Blake Allen,"Former campaign finance hack, former staffer at OU International Human Rights Clinic. Attorney. Choctaw. Why am I a Mets fan again?",False,False,11506.0,3454.0,843.0,25224.0,
NataliaFranko1,1497176843216113669,Natalia Franko,"Лише Бог досконалий. Владу треба хвалити, коли є за що, і критикувати, щоб не отой... Любителі створювати ідолів ідуть за русским кораблем. А русні п..зда.",False,False,111.0,9779.0,695.0,63404.0,
VV1off,1378336668114161668,Valery Firstov 🪷,"PhD, AI NFT artist on Tezos
Just trying to create something pleasant for eyes or for minds👁️🧠",False,False,2343.0,3979.0,4781.0,9825.0,
BethCha06922301,1364909003021692928,Beth 🏴󠁧󠁢󠁷󠁬󠁳󠁿🇺🇦,"A Salford leaseholder supporting #EndOurCladdingScandal 
#StandWithUkraine #СлаваУкраїні",False,False,525.0,21889.0,815.0,94424.0,
ClarkeMicah,405605548,Peter Hitchens,"Journalist, author, broadcaster
mailplus.co.uk/authors/peter-…",True,False,184661.0,177345.0,0.0,564.0,England
PetrCernypetr,53337684,Cerny Petr,,False,False,4.0,9892.0,111.0,3082.0,
RevRichardColes,270459817,Richard Coles,"Former Communard, co-presenter of Saturday Live, Chancellor of the University of Northampton, retired parson. Please don’t shout at me.",True,False,507255.0,189131.0,3237.0,8832.0,
_o_lexandra,1480871554057703426,🐦🐤,,False,False,24.0,889.0,161.0,23294.0,
gparagone,384927198,Gianluigi Paragone,Ribelle per Costituzione,True,False,172081.0,29958.0,771.0,3020.0,
igorsushko,19536434,Igor Sushko,Born in Ukraine. American. @WindofChangeRG | Former Racecar Driver - Japanese SUPER GT #FSBletters igorsushko.com/readfirst,False,False,116858.0,7433.0,678.0,29841.0,#WindofChange
norwalkagent,1488958553595559943,Prideaux,"“imma be real, imma hater. i be hatin on shit. it feel good, it make my bones feel good and it exercise my vocals. not too much. just like a hour a day.”",False,False,153.0,1134.0,296.0,2779.0,GMT+2
auchapeaunoir,2727111767,карі брови чорні очі,"Crimea is Ukraine 💙💛
We will return our stolen paradise.",False,False,223.0,12396.0,541.0,48268.0,Kyiv
mishanewman8,1040328232904613892,𝕄𝕚𝕔𝕙𝕒𝕖𝕝 ℕ𝕖𝕨𝕞𝕒𝕟,Радикальный либерал.,False,False,133.0,3965.0,1035.0,21413.0,
chrissyteigen,39364684,chrissy teigen,de-motivational speaker,True,False,13219268.0,14851.0,4789.0,36309.0,couch
shdfella,1507366916733771777,SubAqua Fella,Think Jaws but NAFO,False,False,74.0,690.0,154.0,382.0,
Elizabe13014545,1187040999878598657,Craig’s Mum 3,Mother of three grandmother of four conservative,False,False,2923.0,6006.0,3439.0,14748.0,
the_transit_guy,120924076,Hayden Clarkin,“The Transit Guy” @Transitcon Founder. My Tweets are Me. 🏳️‍🌈,False,False,53603.0,8737.0,3860.0,67342.0,"New York, NY"
aRtAGGI,475033426,Digital_Monet,"Binary and Art Recovery Specialist. aka ""The White Glove""",False,False,1307.0,3096.0,217.0,1704.0,"Washington, DC"
vegasmom4boys,1414626480,Heather,Resister. Business owner. Marine MoM of 4 boys +1 bonus kid. Fierce defender of truth. Fighting for democracy and a civil society.,False,False,1657.0,6551.0,4739.0,15015.0,"Las Vegas, NV"
Kegel7,265040102,Kegel 🇺🇦🏳️‍🌈Софі,"The principles of good governance are fairness, transparency, honesty, and solidarity.",False,False,1042.0,32932.0,2709.0,83712.0,
UA_Yuliia,1280962012978307072,Юлія:Lea,"Electrical Engineer. Cyber security, Eastern Europe,love SciFi. I point out misinfo abt Ukraine. Come Back Alive is credible 🇺🇦NGO, ⬇️ plz help if you can💙💛",False,False,354.0,4245.0,516.0,11759.0,Київ
peterjukes,45715838,Peter Jukes,Dramatist wrenched out of fiction 10 years ago by the fierce urgency of fact (& Murdoch crimes). CEO Byline. Personal views here. Byline Times newsletter below,True,False,125492.0,295563.0,5845.0,242954.0,London
irmachep,1498044842332483586,Iryna Voichuk🇺🇦,#Kharkiv War & Life notes. Temporarily displaced Ukrainian girl. Rehabilitation after a spinal fracture. I appreciate your help. PayPal voichuk.iryna@gmail.com,False,False,2882.0,1284.0,101.0,9860.0,Украина
DefMon3,1483139568702480386,Def Mon,"""Twitter expert"", ""Дід""
Encrypted communication:
Mail: defmon3@proton.me  -  Signal: +46731421379
I have NO backup account.
discord.gg/dEKMzgDq5K",False,False,50107.0,12832.0,212.0,3961.0,
somersetbagpuss,335853033,Nicky💙,"Cricket-watching Westcountry maid released in the wild in Liverpool. Knits, bakes and waffles about Somerset cricket. Retired lab rat for Novavax.",False,False,1742.0,79220.0,2063.0,15028.0,Behind the mask.
EmmaMarze,2938732793,"Cynics R'US. 🐈‍⬛ Vote, Defo not tories! THINK!","Musician, NHS  worker, wife, mum, daughter. Can be VERY sweary. I share what I like and post what I like. Hate tories! Need a better government!",False,False,4457.0,65843.0,4777.0,74136.0,Broken Earth.
journalistjyoti,1460029280,Jyoti Dwivedi,"मन बुद्ध, मिजाज जोरबा | Journalist, Fact Checker @Aajtak (aajtak.in) | Views and retweets are personal",False,False,379.0,1436.0,1018.0,1382.0,
Karac1927,1302541012951236609,Business oriented Moderate,,False,False,1093.0,30580.0,3228.0,167104.0,Repubblica Gallese
anthonyzach,15662428,Anthony Zacharzewski,Trying to make European democracy work. “Refreshingly free of the usual platitudes.” Founder of @demsoc. 🇵🇱🇬🇧🇪🇺,False,False,8029.0,65535.0,4983.0,45087.0,"Bruxelles, Belgique"
JhenisonF,2604095389,Jhenison Fernandez,"Perfil feito exclusivamente para torcer e cornetar o Malvadão e acompanhar o fim da sociedade através da Geopolítica.
Segue o Instar: instagram.com/jhenisonf",False,False,9.0,807.0,23.0,3524.0,"Várzea grande, Mato Grosso."
burayalisa,1830775118,Велайри,осознанность вошла в чат,False,False,6725.0,88697.0,121.0,55691.0,
nemnozhko_human,862729178034184192,Либтелоид,"""Если окружающему блядству и сопротивляться - то не с печальным лицом"".",False,False,41.0,5387.0,295.0,12555.0,
joseph__place,4860788446,Joe J Place 🇺🇦,Politics Phd Student. Live in Kyiv and Nottingham. Specialise in theory and Eastern Europe. Apparently a CIA globalist Banderite sheeple shill bot.,False,False,1704.0,3742.0,1397.0,30168.0,"Nottingham, England"
GEDIspa,742714307444670464,GEDI,Account ufficiale di GEDI Gruppo Editoriale,False,False,1684.0,190.0,43.0,5.0,
sahouraxo,3293406121,Sarah Abdallah,Independent Lebanese geopolitical commentator. Follow me on Instagram: instagram.com/sahouraxo/ | flickr.com/photos/sahoura…,False,False,297262.0,2379.0,428.0,41534.0,
danielmgmoylan,1160150106018070528,Lord Moylan,Conservative peer. Views my own. Retweets not endorsements. Generally I don’t reply to anonymous accounts.,True,False,15453.0,27408.0,2260.0,4930.0,
SocialistMMA,419849905,Revolutionary Blackout Network🥋,Citizen Journalist Co-Founder: @RevBlackNetwork,False,False,82430.0,75040.0,6949.0,143967.0,
razaev,103825731,МК,🇰🇬Education-Reforms-Badminton-Politics-Fun,False,False,3604.0,20938.0,584.0,10267.0,
dbthaw,20817793,David Thaw,"Assoc Prof @PittLaw & @SciPitt, fellow @yaleisp, 🐕s🐇s, 🏀⚾🏈, @Cal alum

#cybersecurity | #blockchain | #law | #techpolicy

(RT,♥️ ≠ agreement, views mine.)",False,False,1029.0,6927.0,895.0,13752.0,"Dallas, TX & Washington, DC "
mattsteinglass,20652930,"Matt Steinglass 🇳🇱 Мій Боже милий, знову лихо!","Europe correspondent at the Economist. RT=huh, like=I don’t feel like debating the point. Newcomb 2-boxer. Tweets do not represent",True,False,13466.0,53253.0,3056.0,49717.0,"Haarlem, Nederland"
Volod_Ishchenko,1348738364988674051,Volodymyr Ishchenko,"Postdoc at @oei_news, @fu_berlin. #Protests, #revolutions, #radical #left & #right, #violence, civil society, #nationalism in #Ukraine and beyond. Views my own.",False,False,7342.0,1923.0,202.0,3093.0,"Dresden, Sachsen"
azim_azimovv,31101606,Azim Azimov,Полномочный Амбассадор турецкого чая в Кыргызской Республике,False,False,15608.0,22554.0,890.0,12818.0,Kyrgyzstan
KimSJ,23503920,Kim Spence-Jones 💙 3.5% #UBI #FBPE #FBPPR #FBPA,"#FBPE #FBPPR #FBR Once focused on future cities/buildings, climate & UBI, now on democracy. woke ex EU citizen. May unfollow any mindless anti-Starmer nonsense.",False,False,12408.0,119624.0,11341.0,409521.0,Cambridge UK
Aviation_Intel,613212190,Tyler Rogoway,Creator/Editor-In-Chief of The War Zone @ The Drive. Gizmodo Media Group and Time Inc. alum.,False,False,97227.0,36993.0,2795.0,25076.0,USA
PhilSmith_1,1361747774207852561,Phil Smith,"1. Observe 2. Learn 3. Repeat / Opinions are my own, not trading or financial advice. Meaningful insights for actionable results.",False,False,3453.0,16238.0,190.0,7624.0,
lisackaplan,729821560144601088,Lisa Kaplan🌻,Founder + CEO @AletheaGroup. Associate @Argonne. Fellow @MasonNatSec. Bagel and Maine enthusiast. #ForbesUnder30. Miles to go before I sleep.,False,False,6008.0,4053.0,1888.0,22950.0,USA
LuchosGali,1461811550,LOOSE,"Raises kids, watches football and fights, tracks weapons and conflicts. #bismillah #COYG #graciebarra #joburg #melville #mutare #mutasa #methuen 🇿🇦 🇿🇼",False,False,181.0,6258.0,953.0,1598.0,Johannesburg / Mutare
Socialism4life,3028833885,Socialism4Life,This country is F****D Time to get Bolshie. milltown-marxists.myspreadshop.co.uk,False,False,3446.0,34846.0,3431.0,21030.0,We’re Everywhere
inuyama8,2986666933,inuyama,,False,False,6.0,14.0,52.0,2066.0,
shutupgalen,1299454304856739840,Galen,"Washed-up former community soccer influencer. Still posting at @Prideraiser, @hooliganhymnal. Recently @tiptheindustry. Member @LewesFC. he/him/y'all",False,False,341.0,4819.0,161.0,3571.0,Chattanooga
JoeyShacklef0rd,1397201053255409664,j🍩e 🌻 🏖,politically homeless chain restaurant apologist 🍔 Jerk Store all time bestseller 🍤 #FTTB 🇺🇦 #TrumpLostLOL,False,False,313.0,21202.0,908.0,39904.0,erie pa
NiaoCollective,1305211665777074176,Niao Collective,we r birb/ 仆街鳥,False,False,4949.0,31103.0,3004.0,46388.0,
georgian_legion,1523290195650658305,Georgian Legion,"Formed in 🇬🇪, forged in 🇺🇦, defending the innocent from the 🇷🇺 aggressor, the howl of our wolves has put fear into orcs since 2014",False,False,55537.0,641.0,268.0,1905.0,
CharlieCarson18,1501971719816372234,Charlie Carson,New York City major with a background in Tennessee studies.,False,False,7.0,128.0,9.0,1317.0,
setoacnna,841724330962747392,Ann Tories Out Coates 🦕🦖,The truth is rarely pure and never simple.,False,False,18922.0,137325.0,2181.0,241946.0,People's republic of Mancunium
alongnumber,1064117979787550720,Neil,Turns out I really am just a number,False,False,2048.0,13316.0,4384.0,22741.0,"London, England"
30_stardust,707231640884367361,仲沢 実桜｜Mio NAKAZAWA,The University of Tokyo iii M1(山内研)｜研究者。短歌を詠んだりイラストを描いたりもします。研究テーマであるビジュアルシンキング・対話や、研究という営みについての日々考えたこと・学んだことをつぶやき、おしゃべりする場所です。｜■sub▶︎@psycholo_30,False,False,1101.0,3435.0,865.0,17471.0,お仕事の依頼はDMかURLまで👉
Fox0x01,3431414189,Azeria,Sneaky bit flipper | creator of @azeria_labs | @Arm Assembly Princess | soon to be published author,True,False,123177.0,8091.0,429.0,18678.0,🦊💻
Podolyak_M,1498176452084256772,Михайло Подоляк,Adviser to the Head of the Office of President of Ukraine Volodymyr Zelenskyy / Official Telegram page: t.me/M_Podolyak,True,False,389797.0,1180.0,172.0,1882.0,Ukraine
thetimellis,4775745224,Tim Ellis,Cofounder/CEO of @RelativitySpace. Building humanity’s multiplanetary future.,False,False,19339.0,403.0,69.0,291.0,"Los Angeles, CA"
Kulataeva,128510517,N.,smart is fun,False,False,1481.0,19008.0,540.0,5454.0,
BorisJohnson,3131144855,Boris Johnson,Prime Minister of the United Kingdom and @Conservatives leader. Member of Parliament for Uxbridge and South Ruislip.,True,False,4637263.0,5981.0,463.0,567.0,United Kingdom
Chaoslord1848,961989099623137280,AxolotlMarxist,"Just want to read and learn, and hug all of the animals. Marxist, communist, anti-imperialist. Lover of long hikes and hot beverages.",False,False,534.0,53909.0,1267.0,178388.0,"Manitoba, Canada"
LiberaSamp,1412486905753636871,🇮🇹🇪🇺🇺🇦🇹🇼 SampLibera🇹🇼🇺🇦🇪🇺🇮🇹,Sogno una Samp liberata da Massimo Ferrero,False,False,63.0,557.0,126.0,11105.0,
COUPSURE,1705332612,Benjamin Pittet,"Satellite imagery nerd | Worked with @Cen4infoRes & @lemondefr | Views are my own, RT ≠ endorsement | Ko-fi.com/intelcoupsure",False,False,180465.0,19395.0,1030.0,10362.0,Switzerland 
DefensePolitics,930690455339184128,Defense Politics Asia,"DPA provides deep insights into military, geopolitics, internal politics, and economic developments across Asia and around the world.",False,False,7572.0,7424.0,694.0,6679.0,Singapore
rickburin,104141256,Rick Burin,I write stuff. @Guardian @Independent @NME @SightSoundmag @empiremagazine. Press @RoyalAlbertHall. Fan of Lillian Gish. Agent: @northlitagency,False,False,10460.0,49497.0,3246.0,119939.0,"London, England"
NaturalParadigm,714337029140549632,Bryson Sullivan 🇺🇲,"Aerospace Engineering Graduate Student | Aviation & Motorsports Enthusiast | #TeamLH | “All models are wrong, some are useful.”",False,False,31048.0,67776.0,5117.0,251989.0,United States
bunsenbernerbmd,917201597247012864,Bunsen and BEAKER,"Dogs who teach science with empathy, cuteness, and FUN! Followed by thousands of scientists who chat on the @sciencepawdcast. Tweets by @ZedScience",False,False,156405.0,39392.0,2491.0,274348.0,"Red Deer, Alberta"
getnorthern,3202465678,getnorthern - “a discrace to Britain” - “shitbag”,Inked bearded snowboarder. Powder addict. Occasional surfer. Marathon runner. Husband and father. Probably not as awesome as I sound. ⧖ #JohnsonOut #GTTO 🇺🇦,False,False,14489.0,62583.0,5518.0,333301.0,Shit Island
IntelWalrus,528800943,IntelWalrus,Having fun with OSINT🛰️🚢✈️🌎. Google Earth is my friend. DM me walrus pics.,False,False,12301.0,1666.0,688.0,1412.0,
KimK91fw,104235892,KimK/ふるくらむ,軍事外交安保・国際法関連のライターです。たまに雑誌に載る。剣道、釣り、葉巻、水たばこが好きです。声優上坂すみれさんのファンでもあり、USAGIRB第一親衛隊106番兵団84番,False,False,8298.0,354507.0,4334.0,151188.0,多摩
aeAble05,816767174,Æ Able,The limits of tyrants are prescribed by the endurance of those whom they oppress.,False,False,115.0,4111.0,124.0,3393.0,
nephologue,720705731347894272,Tim Garrett,"Professor, nephologist, and collapsosophe at the University of Utah. Minimizing the Lagrangian since birth. All opinions predetermined and not my employer's.",False,False,2998.0,5593.0,543.0,3872.0,"Salt Lake City, UT"
hawthornhealin1,871128953603317761,Hawthorn Healing,,False,False,1982.0,39507.0,65.0,22077.0,
